age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,ModelPrediction,y
50,management,divorced,university.degree,no,no,no,cellular,jul,mon,983,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954161273,yes
47,technician,single,professional.course,no,yes,no,cellular,jul,mon,365,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954023613,yes
42,self-employed,married,university.degree,unknown,no,yes,cellular,jul,mon,95,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968992659,no
36,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,31,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965087822,no
38,technician,married,university.degree,no,yes,no,cellular,jul,mon,55,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.960270951,no
48,services,married,high.school,unknown,yes,no,cellular,jul,mon,49,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.976274707,no
44,blue-collar,single,high.school,unknown,no,no,telephone,jul,mon,193,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971712644,no
56,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,mon,36,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.972159311,no
59,retired,married,university.degree,no,yes,no,cellular,jul,mon,664,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.95552824,yes
40,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,108,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967562741,no
38,technician,married,professional.course,no,no,no,cellular,jul,mon,110,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.960027579,no
46,services,married,high.school,unknown,no,no,cellular,jul,mon,57,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973541083,no
46,management,married,university.degree,no,no,no,cellular,jul,mon,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.956239773,no
44,blue-collar,single,high.school,unknown,no,no,cellular,jul,mon,699,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971712644,yes
37,admin.,divorced,high.school,no,no,yes,cellular,jul,mon,131,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965795929,no
43,services,married,basic.6y,unknown,no,no,cellular,jul,mon,463,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.972065051,no
43,services,married,basic.6y,unknown,yes,yes,cellular,jul,mon,228,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973236466,no
31,management,single,university.degree,no,yes,no,cellular,jul,mon,30,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954290582,no
55,admin.,married,high.school,no,yes,no,cellular,jul,mon,700,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958001406,yes
53,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954507529,no
43,management,married,university.degree,unknown,no,yes,cellular,jul,mon,219,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968165432,no
45,services,married,professional.course,no,yes,yes,cellular,jul,mon,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.963808183,no
41,services,married,high.school,no,yes,no,cellular,jul,mon,82,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.966470685,no
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.952518047,no
47,management,single,university.degree,unknown,yes,no,cellular,jul,mon,106,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.962326447,no
58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96355757,no
48,services,married,high.school,no,yes,yes,cellular,jul,mon,115,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970269558,no
43,services,married,basic.6y,unknown,unknown,unknown,cellular,jul,mon,939,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.974095275,yes
51,management,married,university.degree,unknown,no,no,cellular,jul,mon,60,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965918552,no
45,admin.,divorced,university.degree,no,yes,yes,cellular,jul,mon,340,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954001153,no
57,technician,married,professional.course,unknown,yes,no,cellular,jul,mon,54,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967090403,no
44,technician,divorced,university.degree,unknown,no,no,cellular,jul,mon,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.964996419,no
58,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,362,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967487936,no
43,management,married,university.degree,unknown,yes,yes,cellular,jul,mon,746,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967833813,no
58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,22,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96355757,no
59,admin.,divorced,basic.4y,unknown,yes,yes,cellular,jul,mon,745,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970459835,yes
38,admin.,married,high.school,no,yes,no,cellular,jul,mon,319,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96245559,no
30,admin.,married,high.school,no,no,no,cellular,jul,mon,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.962450121,no
43,technician,divorced,high.school,no,yes,yes,cellular,jul,mon,200,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96090014,no
58,retired,married,unknown,unknown,yes,no,cellular,jul,mon,174,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96355757,no
51,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,136,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971694922,no
44,technician,divorced,university.degree,unknown,no,no,cellular,jul,mon,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.964085586,no
40,blue-collar,married,professional.course,no,no,no,telephone,jul,mon,108,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968714368,no
46,management,married,university.degree,no,no,no,cellular,jul,mon,87,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.957340781,no
57,technician,married,professional.course,no,no,no,cellular,jul,mon,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.9559783,no
57,self-employed,married,university.degree,unknown,unknown,unknown,telephone,jul,mon,644,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.9663878,no
59,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,mon,108,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.975924932,no
47,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,148,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970050888,no
56,services,married,university.degree,no,no,no,cellular,jul,mon,139,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.957583419,no
39,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,84,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970311478,no
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,240,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.966200093,no
57,admin.,married,basic.9y,unknown,no,no,cellular,jul,mon,194,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969745113,no
47,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,330,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968111861,no
58,admin.,single,unknown,unknown,no,no,telephone,jul,mon,228,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.959588479,no
46,management,married,university.degree,no,no,no,cellular,jul,mon,662,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.956239773,yes
53,services,married,unknown,unknown,yes,no,cellular,jul,mon,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970230648,no
57,self-employed,married,university.degree,unknown,yes,no,telephone,jul,mon,40,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965232843,no
55,unknown,unknown,unknown,unknown,yes,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965610948,no
31,admin.,single,university.degree,no,no,no,cellular,jul,mon,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.950194166,no
47,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,78,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969584694,no
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958805274,no
50,management,divorced,university.degree,no,no,no,telephone,jul,mon,130,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.959645718,no
58,admin.,single,unknown,unknown,no,yes,cellular,jul,mon,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96066478,no
49,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,295,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.972820131,no
47,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969584694,no
44,management,married,high.school,unknown,yes,no,telephone,jul,mon,13,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971241525,no
47,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,mon,367,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970050888,no
44,management,married,high.school,unknown,no,no,telephone,jul,mon,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970793307,no
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,97,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958007689,no
55,admin.,married,university.degree,no,no,no,cellular,jul,mon,73,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954447595,no
44,management,married,high.school,unknown,yes,no,cellular,jul,mon,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971241525,no
44,management,married,high.school,unknown,no,no,cellular,jul,mon,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970793307,no
39,admin.,single,university.degree,no,yes,no,cellular,jul,mon,50,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.951446548,no
42,admin.,married,university.degree,no,no,no,cellular,jul,mon,24,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965251225,no
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958007689,no
43,services,married,basic.6y,unknown,no,no,cellular,jul,mon,547,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973475647,no
44,management,married,high.school,unknown,no,yes,cellular,jul,mon,292,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971580022,no
50,unknown,married,unknown,unknown,no,no,cellular,jul,mon,53,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96797991,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,241,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.975545544,no
44,management,married,high.school,unknown,yes,no,cellular,jul,mon,418,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971241525,no
44,services,divorced,high.school,no,yes,yes,telephone,jul,mon,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965089556,no
57,retired,married,basic.4y,unknown,no,yes,cellular,jul,mon,65,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968869962,no
42,admin.,married,high.school,no,yes,yes,telephone,jul,mon,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.961736432,no
53,unemployed,married,basic.6y,unknown,no,no,cellular,jul,mon,273,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967964648,no
59,housemaid,divorced,unknown,unknown,no,no,cellular,jul,mon,103,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96723753,no
44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,1169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965089556,yes
46,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,59,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.955998384,no
40,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.966764066,yes
50,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968469902,no
43,services,married,basic.6y,unknown,yes,yes,cellular,jul,mon,405,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.974589456,no
49,admin.,married,high.school,no,yes,yes,cellular,jul,mon,263,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.960347262,no
40,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,143,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.975550291,no
40,admin.,divorced,high.school,no,no,no,cellular,jul,mon,837,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.960458444,yes
45,services,married,professional.course,no,yes,no,cellular,jul,mon,19,23,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.978955811,no
36,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96874472,no
45,admin.,married,high.school,unknown,no,yes,telephone,jul,mon,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.97008316,no
51,services,married,high.school,unknown,yes,no,telephone,jul,mon,596,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973951498,yes
37,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,35,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96643938,no
47,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,71,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.971116815,no
38,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.955992018,no
43,services,married,high.school,no,no,no,cellular,jul,mon,337,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.964704593,no
43,services,married,basic.6y,unknown,yes,no,cellular,jul,mon,65,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.974552705,no
42,unknown,married,unknown,no,yes,no,cellular,jul,mon,48,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967506945,no
45,services,married,high.school,unknown,no,no,cellular,jul,mon,174,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.972986019,no
45,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,201,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.96972739,no
45,admin.,divorced,basic.6y,no,no,yes,telephone,jul,mon,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.957708739,no
35,entrepreneur,single,university.degree,no,no,no,cellular,jul,mon,180,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954409273,no
37,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965918944,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,55,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973565276,no
45,admin.,married,high.school,unknown,no,yes,cellular,jul,mon,301,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.97008316,no
51,admin.,divorced,university.degree,no,no,no,telephone,jul,mon,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.950555687,no
54,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.963633922,no
51,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969881365,no
59,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958189516,no
55,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,404,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.951549784,no
34,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,435,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965076062,no
57,admin.,married,university.degree,no,no,yes,cellular,jul,mon,231,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954049473,no
40,blue-collar,married,basic.4y,no,yes,yes,telephone,jul,mon,40,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970740726,no
43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,73,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954087239,no
45,admin.,divorced,high.school,no,no,no,cellular,jul,mon,300,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958390256,no
48,services,married,high.school,unknown,yes,no,cellular,jul,mon,193,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.976274707,no
44,management,married,high.school,unknown,no,yes,telephone,jul,mon,73,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.974378348,no
58,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,22,18,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.977039799,no
47,technician,married,basic.9y,no,yes,no,cellular,jul,mon,502,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.962069032,no
47,self-employed,married,university.degree,no,no,yes,cellular,jul,mon,83,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.960160631,no
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,289,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.954869857,no
54,management,divorced,professional.course,no,no,no,cellular,jul,mon,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.955947924,no
48,services,married,high.school,no,no,no,cellular,jul,mon,157,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965604521,no
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,438,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.952518047,no
55,technician,married,professional.course,no,no,no,telephone,jul,mon,155,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.95529872,no
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,189,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965319455,no
40,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967562741,no
39,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,25,18,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967795782,no
44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,395,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965975825,no
26,blue-collar,single,high.school,unknown,yes,no,cellular,jul,mon,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973950407,no
59,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,630,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968648364,yes
37,admin.,married,university.degree,no,no,no,cellular,jul,mon,60,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958420845,no
51,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,116,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970953145,no
40,self-employed,married,unknown,unknown,no,no,telephone,jul,mon,1025,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969919097,no
47,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,231,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970507508,no
43,services,married,basic.6y,unknown,yes,yes,cellular,jul,mon,76,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.975875743,no
53,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,mon,131,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.970042141,no
51,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,470,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.951792497,no
50,management,divorced,university.degree,no,no,no,cellular,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.955312131,no
48,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.969749007,no
48,technician,married,professional.course,no,yes,no,cellular,jul,mon,383,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.958579988,yes
36,services,single,high.school,no,no,no,cellular,jul,mon,719,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.961975085,no
40,unemployed,married,basic.9y,unknown,yes,no,cellular,jul,mon,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.973189358,no
56,admin.,divorced,basic.6y,unknown,no,no,cellular,jul,mon,70,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.966861185,no
36,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,234,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.965087822,no
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,81,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968714368,no
59,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,106,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.977383068,no
57,self-employed,married,university.degree,unknown,no,no,cellular,jul,mon,83,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.967316872,no
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968749302,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,82,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.968015828,no
